UserID,BookTitle,Genre,Author,BorrowedBooks,PublicationYear
U0697,Python Basics,Education,Author_2,9,1980
U0439,Cooking Made Easy,Cooking,Author_8,20,2012
U0122,Startup Growth,Business,Author_7,5,2013
U0774,Meditation for Beginners,Self-Help,Author_20,5,1984
U0675,Love Stories,Romance,Author_10,4,1991
U0658,Space Exploration,Science,Author_31,14,1988
U0927,Love Stories,Romance,Author_29,7,1984
U0055,Startup Growth,Business,Author_14,1,2024
U0636,Meditation for Beginners,Self-Help,Author_7,7,2015
U0295,World War II,History,Author_47,16,1994
U0445,Modern Art,Art,Author_6,5,2020
U0418,Climate Change Facts,Science,Author_41,9,2018
U0755,Advanced Statistics,education,Author_4,9,2010
U0381,Machine Learning Guide,Education,Author_23,3,2019
U0778,Ethics in AI,Technology,Author_4,10,2024
U0246,Meditation for Beginners,Self-Help,Author_11,5,2024
U0247,Python Basics,Education,Author_40,13,1984
U0364,Creative Writing,Art,Author_41,13,2012
U0043,World War II,History,Author_9,1,1986
U0785,Modern Art,art,Author_1,15,2002
U0899,Big Data Analytics,Education,Author_30,13,2024
U0821,Deep Learning Fundamentals,Education,Author_26,18,2006
U0713,Deep Learning Fundamentals,Education,Author_8,11,1997
U0620,,Art,Author_49,3,2013
U0060,Meditation for Beginners,Self-Help,Author_36,20,2002
U0763,Cooking Made Easy,Cooking,Author_45,7,1983
U0890,Deep Learning Fundamentals,Education,Author_6,5,1987
U0671,Romantic Tales,romance,Author_6,13,1998
U0914,Data Science 1,Education,Author_39,4,1980
U0367,,Science,Author_16,15,2016
U0924,Romantic Tales,Romance,Author_50,1,1998
U0394,Machine Learning Guide,Education,Author_29,11,2006
U0321,Blockchain Revolution,Technology,Author_37,6,2006
U0279,Modern Art,Art,Author_31,20,1985
U0973,History of India,History,Author_16,10,1984
U0561,Blockchain Revolution,Technology,Author_4,16,2025
U0024,Space Exploration,Science,Author_27,18,2012
U0787,History of India,History,Author_28,5,1981
U0976,Cooking Made Easy,Cooking,Author_39,8,2002
U0942,,Technology,Author_15,7,1981
U0620,Web Development Mastery,Technology,Author_34,13,2007
U0934,Climate Change Facts,Science,Author_16,16,2024
U0413,Creative Writing,Art,Author_4,15,2016
U0089,Love Stories,Romance,Author_27,8,2024
U0777,Advanced Statistics,Education,Author_27,19,2024
U0923,Cooking Made Easy,Cooking,Author_9,7,1992
U0262,Machine Learning Guide,Education,Author_4,6,1998
U0733,Ethics in AI,Technology,Author_20,12,2023
U0945,Modern Art,Art,Author_33,4,1984
U0436,Machine Learning Guide,Education,Author_29,15,2021
U0587,ARTIFICIAL INTELLIGENCE 101,Education,Author_41,14,1993
U0244,,,Author_40,17,2001
U0440,Startup Growth,Business,Author_24,11,1980
U0768,Cooking Made Easy,Cooking,Author_5,8,2019
U0046,Web Development Mastery,Technology,Author_25,1,1999
U0345,Quantum Computing,Science,Author_5,11,2011
U0366,Cooking Made Easy,Cooking,Author_10,5,2018
U0973,Python Basics,Education,Author_19,2,2006
U0105,Business Strategy,Business,Author_11,3,1996
U0251,Cooking Made Easy,Cooking,Author_20,4,2005
U0691,Big Data Analytics,Education,Author_26,14,2015
U0562,Data Science 1,Education,Author_11,5,2017
U0255,Quantum Computing,,Author_26,6,2006
U0797,Web Development Mastery,Technology,Author_43,8,1987
U0013,Love Stories,Romance,Author_1,12,2012
U0694,Meditation for Beginners,Self-Help,Author_4,13,2007
U0486,Python Basics,Education,Author_20,16,1993
U0680,Space Exploration,Science,Author_16,10,1994
U0369,Data Science 1,Education,Author_19,11,1996
U0609,Advanced Statistics,Education,Author_25,18,1991
U0344,Cooking Made Easy,Cooking,Author_45,7,2006
U0163,Creative Writing,Art,Author_48,18,2017
U0247,Cooking Made Easy,Cooking,Author_2,16,2006
U0872,Data Science 1,Education,Author_31,17,1992
U0973,World War II,History,Author_41,6,1981
U0291,Cooking Made Easy,Cooking,Author_11,13,2001
U0687,Blockchain Revolution,Technology,Author_46,12,1997
U0392,Web Development Mastery,Technology,Author_43,1,1989
U0500,History of India,History,Author_21,4,1986
U0542,Meditation for Beginners,Self-Help,Author_48,20,2003
U0817,Business Strategy,Business,Author_32,8,1986
U0184,Modern Art,Art,Author_14,5,1981
U0281,Big Data Analytics,Education,Author_29,9,1993
U0064,Data Science 1,Education,Author_23,9,2022
U0558,Python Basics,Education,Author_49,4,2019
U0290,Ethics in AI,Technology,Author_20,14,2025
U0251,Love Stories,Romance,,4,1987
U0297,Business Strategy,Business,Author_47,16,2010
U0446,Data Science with Python,Education,Author_16,9,1993
U0379,Deep Learning Fundamentals,Education,Author_29,16,2008
U0327,Quantum Computing,Science,Author_1,13,2013
U0045,Startup Growth,Business,Author_6,15,2000
U0855,Business Strategy,Business,Author_10,18,1986
U0393,Business Strategy,Business,Author_43,5,2003
U0910,Artificial Intelligence 101,Education,Author_18,15,1986
U0535,Space Exploration,Science,Author_47,3,2007
U0661,Artificial Intelligence 101,Education,Author_6,6,1992
U0044,Web Development Mastery,Technology,Author_14,14,2001
U0132,Love Stories,,Author_28,18,2003
U0012,Web Development Mastery,Technology,Author_10,10,2014
U0921,BUSINESS STRATEGY,Business,Author_31,14,1997
U0478,Cooking Made Easy,Cooking,Author_39,3,2021
U0746,Data Science 1,Education,Author_33,18,1999
U0106,Modern Art,Art,Author_48,12,1983
U0370,Data Science with Python,education,Author_40,12,2025
U0377,Modern Art,Art,Author_32,2,2017
U0404,,Romance,Author_12,1,2010
U0465,Web Development Mastery,Technology,Author_28,15,1988
U0490,Python Basics,Education,Author_43,20,2007
U0982,Cooking Made Easy,Cooking,,20,2021
U0880,Web Development Mastery,Technology,Author_40,2,2023
U0046,Climate Change Facts,Science,,4,2024
U0854,Quantum Computing,Science,Author_50,3,2013
U0075,Data Science with Python,Education,Author_3,20,2006
U0262,Meditation for Beginners,Self-Help,Author_45,7,2000
U0209,Artificial Intelligence 101,Education,Author_19,2,2012
U0882,Data Science 1,Education,Author_1,12,2008
U0740,Cooking Made Easy,Cooking,Author_47,20,2019
U0636,Advanced Statistics,Education,Author_45,3,2022
U0423,Cooking Made Easy,Cooking,Author_42,5,1999
U0692,Quantum Computing,Science,Author_30,4,1988
U0303,Python Basics,Education,Author_32,8,2015
U0042,Advanced Statistics,Education,Author_48,7,2005
U0804,Machine Learning Guide,education,Author_49,2,1981
U0682,Artificial Intelligence 101,Education,Author_23,18,2015
U0705,Ethics in AI,Technology,Author_45,9,2025
U0497,Quantum Computing,Science,Author_23,7,2017
U0905,Quantum Computing,Science,Author_42,2,1993
U0038,Climate Change Facts,Science,Author_34,6,2024
U0486,Big Data Analytics,Education,Author_44,17,2014
U0638,Artificial Intelligence 101,Education,Author_19,13,2021
U0044,Data Science 1,Education,Author_20,20,1998
U0887,Climate Change Facts,Science,Author_33,10,1985
U0774,Meditation for Beginners,Self-Help,Author_17,15,2001
U0441,Cooking Made Easy,Cooking,Author_37,19,2004
U0295,Modern Art,Art,Author_36,17,2012
U0171,Big Data Analytics,Education,Author_27,12,1998
U0972,History of India,History,Author_25,5,1988
U0699,Business Strategy,Business,Author_28,3,2013
U0104,Ethics in AI,Technology,Author_38,18,2001
U0572,Meditation for Beginners,Self-Help,Author_40,5,1985
U0965,Python Basics,Education,Author_19,9,2014
U0187,Creative Writing,Art,Author_19,2,2018
U0181,Data Science with Python,Education,Author_25,15,1985
U0236,Romantic Tales,Romance,Author_42,17,1987
U0530,Ethics in AI,Technology,Author_16,10,2022
U0648,Deep Learning Fundamentals,Education,Author_13,8,1988
U0584,,Business,Author_7,2,1983
U1000,Python Basics,Education,Author_36,20,1982
U0807,Machine Learning Guide,Education,Author_11,1,2012
U0709,Blockchain Revolution,Technology,Author_32,16,1983
U0758,Business Strategy,Business,Author_6,6,1998
U0692,BUSINESS STRATEGY,Business,Author_5,7,2008
U0125,Ethics in AI,Technology,Author_11,7,2002
U0793,Business Strategy,Business,Author_19,9,2005
U0969,Python Basics,education,Author_13,12,1981
U0469,Python Basics,Education,Author_20,17,2006
U0498,Deep Learning Fundamentals,Education,Author_31,3,2025
U0021,,cooking,Author_31,10,1998
U0280,Love Stories,Romance,Author_2,15,1997
U0328,Ethics in AI,Technology,Author_15,13,2024
U0177,Creative Writing,Art,Author_19,13,1991
U0032,,History,Author_7,4,2004
U0394,LOVE STORIES,Romance,Author_28,7,1999
U0622,Ethics in AI,Technology,Author_11,19,2014
U0667,Advanced Statistics,Education,Author_40,20,1985
U0577,Blockchain Revolution,Technology,Author_48,8,2000
U0734,Deep Learning Fundamentals,Education,Author_13,18,1990
U0655,History of India,History,Author_43,13,1982
U0557,Cooking Made Easy,Cooking,Author_34,10,2000
U0417,Web Development Mastery,Technology,Author_6,7,2004
U0698,Romantic Tales,Romance,Author_46,10,2024
U0775,Modern Art,Art,Author_10,11,1987
U0583,Meditation for Beginners,Self-Help,Author_15,2,1998
U0629,Startup Growth,Business,Author_18,1,2025
U0169,Web Development Mastery,Technology,Author_32,14,2012
U0245,Space Exploration,Science,Author_37,12,2014
U0111,Web Development Mastery,Technology,Author_32,7,2014
U0374,Advanced Statistics,Education,Author_29,1,2020
U0170,Data Science 1,Education,Author_32,17,2025
U0898,Quantum Computing,Science,Author_8,11,2014
U0860,,Education,Author_46,7,1995
U0265,Cooking Made Easy,Cooking,Author_18,20,2013
U0737,Quantum Computing,,Author_25,13,1991
U0540,Data Science 1,Education,Author_5,17,2002
U0863,Climate Change Facts,Science,Author_5,15,2008
U0379,Romantic Tales,Romance,Author_16,9,1986
U0085,Advanced Statistics,Education,Author_20,20,2002
U0397,World War II,History,Author_35,18,1994
U0581,Big Data Analytics,Education,Author_5,8,2001
U0931,Machine Learning Guide,Education,Author_34,9,1981
U0009,Machine Learning Guide,Education,Author_36,14,2018
U0145,Creative Writing,Art,Author_36,5,2019
U0159,Big Data Analytics,Education,Author_30,9,1991
U0183,Big Data Analytics,Education,Author_38,5,1997
U0388,Advanced Statistics,Education,Author_40,6,1987
U0931,Meditation for Beginners,Self-Help,Author_12,11,1995
U0782,Artificial Intelligence 101,Education,Author_28,8,2017
U0633,Data Science with Python,Education,Author_14,10,2008
U0093,DEEP LEARNING FUNDAMENTALS,Education,Author_23,3,2000
U0163,Modern Art,Art,Author_9,14,1986
U0425,Data Science with Python,Education,Author_43,1,2000
U0341,Modern Art,Art,Author_23,10,1988
U0091,Data Science with Python,Education,Author_49,10,2024
U0086,Web Development Mastery,Technology,Author_33,13,1995
U0378,Startup Growth,Business,Author_6,3,2005
U0173,Modern Art,Art,Author_12,10,1990
U0513,Web Development Mastery,Technology,Author_31,1,1987
U0787,Love Stories,romance,Author_20,12,2015
U0839,Web Development Mastery,Technology,Author_33,16,2009
U0563,Python Basics,Education,Author_34,16,2014
U0599,Quantum Computing,Science,Author_38,17,2011
U0725,Ethics in AI,technology,Author_36,16,2014
U0533,Quantum Computing,Science,Author_9,9,2019
U0821,Startup Growth,Business,Author_9,17,1989
U0885,Machine Learning Guide,Education,Author_6,9,1984
U0786,Modern Art,Art,Author_38,19,2001
U0862,Python Basics,Education,Author_20,11,2009
U0888,Web Development Mastery,Technology,Author_47,6,2005
U0411,Cooking Made Easy,Cooking,Author_2,17,1986
U0161,World War II,History,Author_16,20,2002
U0222,Web Development Mastery,Technology,Author_46,16,2003
U0732,Meditation for Beginners,Self-Help,,12,2018
U0164,Big Data Analytics,Education,Author_46,3,1994
U0929,Climate Change Facts,Science,Author_8,3,2009
U0776,History of India,History,Author_40,16,2025
U0034,Web Development Mastery,Technology,Author_30,15,1980
U0342,Space Exploration,Science,Author_14,10,2017
U0498,Big Data Analytics,Education,Author_3,12,1995
U0091,Artificial Intelligence 101,Education,Author_36,5,2019
U0031,Startup Growth,Business,Author_18,6,1990
U0657,Business Strategy,Business,Author_4,8,2010
U0486,Romantic Tales,Romance,Author_5,2,1983
U0996,Space Exploration,Science,Author_21,14,1999
U0448,World War II,History,Author_44,2,1994
U0075,Machine Learning Guide,Education,Author_48,3,1997
U0338,Romantic Tales,Romance,Author_27,14,2017
U0016,Ethics in AI,Technology,Author_25,12,2010
U0137,Cooking Made Easy,Cooking,Author_24,18,2007
U0498,Data Science with Python,Education,Author_46,8,2011
U0523,Meditation for Beginners,Self-Help,Author_8,17,1999
U0217,Web Development Mastery,Technology,Author_1,11,2020
U0370,Modern Art,Art,Author_23,17,2000
U0741,Business Strategy,Business,Author_9,18,1981
U0773,Quantum Computing,Science,Author_44,1,1992
U0572,Meditation for Beginners,Self-Help,Author_42,12,1988
U0589,Meditation for Beginners,Self-Help,Author_30,4,2020
U0039,DATA SCIENCE 1,Education,Author_44,13,1998
U0190,Python Basics,Education,Author_13,1,1986
U0663,History of India,History,Author_4,18,1999
U0805,Love Stories,Romance,Author_25,6,2006
U0277,Artificial Intelligence 101,Education,Author_21,12,1988
U0990,Advanced Statistics,Education,Author_31,11,1988
U0887,Web Development Mastery,Technology,Author_12,9,1989
U0151,Big Data Analytics,Education,,8,2019
U0733,Ethics in AI,Technology,Author_38,13,1994
U0979,Ethics in AI,Technology,Author_2,2,2022
U0025,Modern Art,Art,Author_49,10,1982
U0965,Machine Learning Guide,Education,Author_24,4,2016
U0988,World War II,History,Author_4,11,2000
U0674,Romantic Tales,Romance,Author_25,11,2022
U0166,Modern Art,,Author_42,10,2000
U0351,Data Science 1,Education,Author_3,13,2021
U0066,Romantic Tales,Romance,Author_42,6,2025
U0933,Business Strategy,Business,Author_10,9,2008
U0183,Quantum Computing,Science,Author_19,5,1994
U0316,Big Data Analytics,Education,Author_20,16,2002
U0880,Romantic Tales,Romance,Author_41,3,2004
U0423,Deep Learning Fundamentals,Education,Author_44,6,2000
U0500,Love Stories,Romance,Author_7,2,1983
U0487,Deep Learning Fundamentals,Education,Author_8,11,2011
U0173,History of India,History,Author_8,20,2016
U0758,Machine Learning Guide,Education,Author_16,13,2025
U0233,Python Basics,Education,Author_14,12,1986
U0520,Ethics in AI,Technology,Author_14,8,2011
U0870,ARTIFICIAL INTELLIGENCE 101,Education,Author_21,1,1994
U0108,Climate Change Facts,science,Author_4,16,2012
U0772,World War II,History,Author_42,13,1985
U0066,Python Basics,Education,Author_5,6,2003
U0258,Data Science with Python,Education,Author_11,4,1980
U0411,Ethics in AI,Technology,Author_43,3,2018
U0022,Data Science with Python,Education,Author_4,3,2010
U0037,Blockchain Revolution,Technology,Author_10,15,2009
U0903,Romantic Tales,Romance,Author_40,12,1985
U0155,Meditation for Beginners,Self-Help,Author_4,14,1991
U0296,Creative Writing,Art,Author_4,5,1996
U0479,Web Development Mastery,Technology,Author_32,15,1990
U0725,Data Science 1,Education,Author_15,1,2016
U0062,Business Strategy,Business,Author_15,14,2020
U0169,,Technology,Author_36,1,1982
U0302,Business Strategy,Business,Author_22,5,2015
U0336,Web Development Mastery,Technology,Author_10,19,2010
U0833,Advanced Statistics,Education,Author_2,2,2005
U0661,Climate Change Facts,Science,Author_24,5,2014
U0242,Love Stories,Romance,Author_35,5,1984
U0021,Data Science 1,Education,Author_22,2,1992
U0511,Advanced Statistics,Education,Author_33,7,1993
U0622,Romantic Tales,Romance,Author_14,2,1985
U0762,World War II,History,Author_24,3,2003
U0303,Business Strategy,Business,Author_5,7,1990
U0607,Big Data Analytics,Education,Author_18,18,1984
U0730,Business Strategy,Business,Author_23,7,2024
U0216,Romantic Tales,Romance,Author_8,12,1991
U0655,History of India,History,Author_1,6,2020
U0229,Artificial Intelligence 101,Education,Author_43,8,2017
U0400,World War II,History,Author_31,16,1993
U0810,Python Basics,Education,Author_35,5,1987
U0780,Data Science 1,Education,Author_14,14,1988
U0492,Data Science 1,Education,Author_41,9,2024
U0153,Creative Writing,Art,Author_14,15,2001
U0450,Meditation for Beginners,Self-Help,Author_46,19,2017
U0880,Deep Learning Fundamentals,Education,Author_17,6,1986
U0861,Climate Change Facts,Science,Author_6,13,1984
U0459,History of India,History,Author_8,1,1988
U0417,Python Basics,Education,Author_2,19,2023
U0979,Meditation for Beginners,Self-Help,Author_27,7,1988
U0018,Space Exploration,Science,Author_42,2,1989
U0574,Deep Learning Fundamentals,Education,Author_2,14,1992
U0642,Startup Growth,Business,Author_8,3,2010
U0502,Web Development Mastery,Technology,Author_35,2,2024
U0351,Creative Writing,Art,Author_33,1,2025
U0303,Modern Art,Art,Author_17,17,2022
U0941,Ethics in AI,Technology,Author_27,1,2025
U0896,Advanced Statistics,Education,Author_4,16,1980
U0817,Meditation for Beginners,Self-Help,Author_26,3,1998
U0981,Advanced Statistics,Education,Author_48,17,1994
U0497,Ethics in AI,Technology,Author_36,8,2012
U0119,Python Basics,Education,Author_18,12,2003
U0471,Deep Learning Fundamentals,Education,Author_19,16,2014
U0535,Artificial Intelligence 101,Education,Author_16,2,2011
U0620,Blockchain Revolution,Technology,Author_27,11,2010
U0170,Creative Writing,Art,Author_2,18,1989
U0883,Artificial Intelligence 101,Education,Author_24,5,1999
U0043,Business Strategy,Business,Author_6,2,2004
U0777,Python Basics,Education,Author_38,4,1993
U0336,Love Stories,Romance,Author_45,12,1998
U0706,Love Stories,Romance,Author_16,8,1990
U0205,Advanced Statistics,Education,Author_33,13,2010
U0353,Data Science with Python,Education,Author_6,8,2005
U0470,Business Strategy,Business,Author_10,3,2006
U0300,Blockchain Revolution,Technology,Author_50,10,2025
U0726,Business Strategy,Business,Author_44,15,2010
U0178,World War II,History,,14,1992
U0632,Blockchain Revolution,Technology,Author_19,14,1980
U0491,Ethics in AI,Technology,Author_42,7,2015
U0869,Ethics in AI,Technology,Author_50,1,2025
U0861,Quantum Computing,Science,Author_9,2,2007
U0967,Artificial Intelligence 101,Education,Author_16,7,1982
U0470,Blockchain Revolution,Technology,Author_17,17,1989
U0679,Quantum Computing,Science,Author_22,6,2020
U0896,QUANTUM COMPUTING,Science,Author_19,15,1986
U0600,Space Exploration,Science,Author_25,4,1995
U0476,Web Development Mastery,Technology,Author_28,13,1984
U0868,Artificial Intelligence 101,,Author_47,19,2016
U0484,Space Exploration,Science,Author_17,5,1995
U0147,Cooking Made Easy,Cooking,Author_6,7,2005
U0547,,Education,Author_16,17,1985
U0846,Meditation for Beginners,Self-Help,Author_2,8,2022
U0252,World War II,History,Author_32,3,1990
U0126,Cooking Made Easy,Cooking,Author_38,4,1993
U0774,Web Development Mastery,Technology,Author_15,10,2011
U0780,Deep Learning Fundamentals,Education,Author_6,12,1989
U0814,Modern Art,Art,Author_49,17,2016
U0922,History of India,History,Author_34,12,1994
U0096,LOVE STORIES,Romance,Author_41,14,1991
U0303,Artificial Intelligence 101,Education,Author_41,13,2005
U0887,Data Science with Python,Education,Author_13,8,2008
U0302,Machine Learning Guide,Education,Author_35,13,1984
U0379,Creative Writing,Art,Author_24,4,2008
U0112,Meditation for Beginners,Self-Help,Author_24,6,1990
U0463,Deep Learning Fundamentals,Education,Author_44,5,2006
U0851,Romantic Tales,Romance,Author_22,7,2025
U0808,Modern Art,Art,Author_30,6,2009
U0136,Ethics in AI,Technology,Author_27,4,1984
U0474,Data Science with Python,Education,Author_48,2,2007
U0533,Big Data Analytics,Education,,7,1991
U0965,Data Science with Python,Education,Author_39,17,1990
U0887,Python Basics,Education,Author_7,9,2014
U0564,Space Exploration,Science,Author_36,17,1988
U0496,,Technology,Author_45,3,2002
U0031,Ethics in AI,Technology,Author_47,16,2001
U0257,Big Data Analytics,Education,Author_19,8,2017
U0914,Love Stories,Romance,Author_28,7,1995
U0968,Ethics in AI,Technology,Author_17,20,2018
U0213,Ethics in AI,Technology,Author_45,13,1994
U0124,Data Science with Python,Education,Author_11,4,1985
U0791,Business Strategy,Business,Author_32,15,2010
U0308,Modern Art,Art,Author_47,13,1998
U0976,Climate Change Facts,Science,Author_31,8,1999
U0467,Climate Change Facts,Science,Author_19,17,2008
U0101,History of India,History,Author_24,11,1996
U0006,Python Basics,Education,Author_14,7,2015
U0267,History of India,History,Author_7,3,1989
U0355,Data Science 1,Education,Author_19,14,2023
U0020,Startup Growth,Business,Author_50,17,2002
U0565,Advanced Statistics,Education,Author_48,17,1997
U0844,Deep Learning Fundamentals,Education,Author_38,7,1984
U0634,World War II,History,,12,2016
U0069,Business Strategy,Business,Author_31,2,2022
U0491,Modern Art,Art,Author_31,12,1994
U0646,Artificial Intelligence 101,Education,Author_14,16,2015
U0669,Romantic Tales,Romance,Author_50,14,1989
U0551,Creative Writing,Art,Author_9,14,1995
U0092,Space Exploration,Science,Author_12,15,2020
U0148,World War II,History,Author_29,20,1986
U0119,,Business,Author_23,9,1990
U0177,Web Development Mastery,Technology,Author_18,20,1999
U0617,Ethics in AI,Technology,Author_49,13,2012
U0840,Advanced Statistics,Education,Author_42,11,2009
U0198,Love Stories,Romance,Author_21,7,1991
U0584,Artificial Intelligence 101,Education,,8,2002
U0900,Quantum Computing,Science,Author_14,13,2001
U0284,Data Science 1,Education,Author_50,11,2014
U0668,Big Data Analytics,Education,Author_39,14,2010
U0809,STARTUP GROWTH,Business,Author_34,11,1994
U0217,Romantic Tales,Romance,Author_43,13,2024
U0723,History of India,History,Author_26,19,1999
U0560,Quantum Computing,Science,Author_43,14,2012
U0380,Modern Art,Art,Author_8,2,2014
U0887,Blockchain Revolution,Technology,Author_13,11,1991
U0492,Data Science with Python,Education,,4,2018
U0457,Artificial Intelligence 101,Education,Author_33,20,2017
U0216,Python Basics,Education,Author_19,1,1988
U0330,Space Exploration,Science,Author_10,8,2013
U0942,Artificial Intelligence 101,Education,Author_19,20,1984
U0790,Data Science 1,Education,Author_6,5,2019
U0466,WORLD WAR II,History,Author_42,18,1989
U0486,Space Exploration,Science,Author_37,20,2022
U0884,Love Stories,Romance,Author_5,7,1993
U0247,Cooking Made Easy,Cooking,Author_49,8,1983
U0623,Meditation for Beginners,Self-Help,Author_27,6,2001
U0757,Love Stories,Romance,Author_31,13,1999
U0343,Advanced Statistics,Education,Author_47,5,2010
U0861,World War II,History,Author_15,2,1988
U0689,Web Development Mastery,Technology,Author_46,17,2001
U0024,Blockchain Revolution,Technology,Author_49,5,2023
U0480,MODERN ART,Art,Author_39,6,2007
U0716,Meditation for Beginners,Self-Help,Author_29,10,2023
U0031,World War II,History,Author_22,15,2023
U0926,Ethics in AI,Technology,Author_3,15,1994
U0200,,Education,Author_6,7,2023
U0011,Ethics in AI,Technology,Author_48,5,1996
U0167,MODERN ART,Art,Author_19,14,1985
U0313,Modern Art,Art,Author_14,14,2015
U0642,Modern Art,Art,Author_9,20,2011
U0457,Deep Learning Fundamentals,Education,Author_32,7,1990
U0610,Love Stories,Romance,Author_15,20,2021
U0959,Cooking Made Easy,Cooking,Author_20,5,2016
U0246,Advanced Statistics,Education,Author_36,18,1998
U0621,Love Stories,Romance,Author_46,9,2021
U0819,Space Exploration,Science,Author_44,2,1987
U0216,Romantic Tales,Romance,Author_38,3,2005
U0661,Creative Writing,Art,Author_45,15,1993
U0985,Space Exploration,Science,Author_12,18,2024
U0368,Blockchain Revolution,Technology,Author_50,16,2016
U0934,Web Development Mastery,Technology,Author_18,17,1991
U0756,History of India,History,Author_45,3,2012
U0493,Artificial Intelligence 101,Education,Author_45,11,1982
U0031,Modern Art,art,Author_18,17,2023
U0170,Meditation for Beginners,Self-Help,Author_11,11,1994
U0465,Meditation for Beginners,Self-Help,Author_18,5,2022
U0123,Python Basics,Education,Author_15,16,1985
U0020,Love Stories,Romance,Author_1,8,2021
U0433,Artificial Intelligence 101,Education,Author_12,7,1988
U0778,Climate Change Facts,Science,Author_16,13,1989
U0676,Artificial Intelligence 101,Education,Author_31,1,1997
U0565,Romantic Tales,Romance,Author_41,11,1995
U0157,Python Basics,Education,Author_7,20,1992
U0957,Business Strategy,Business,Author_18,17,1991
U0350,Climate Change Facts,Science,Author_26,1,2006
U0615,Business Strategy,Business,Author_37,4,1995
U0534,Advanced Statistics,Education,Author_4,20,2006
U0501,Love Stories,Romance,Author_44,7,1992
U0771,Ethics in AI,Technology,Author_34,12,1987
U0255,Ethics in AI,,Author_46,18,2017
U0486,Climate Change Facts,Science,Author_25,20,2009
U0523,Python Basics,Education,Author_22,16,1981
U0209,Love Stories,Romance,Author_2,16,2024
U0212,,Art,Author_18,2,2001
U0966,Artificial Intelligence 101,Education,Author_25,17,2021
U0418,Deep Learning Fundamentals,Education,Author_49,18,2018
U0406,Cooking Made Easy,Cooking,Author_32,8,2009
U0365,Business Strategy,Business,Author_41,3,1983
U0649,Modern Art,Art,Author_33,16,2009
U0736,Business Strategy,Business,Author_36,5,2010
U0575,Startup Growth,Business,Author_42,20,2006
U0206,Romantic Tales,Romance,Author_4,3,2002
U0202,Love Stories,Romance,Author_36,15,2001
U0702,Love Stories,romance,Author_7,11,2003
U0753,Meditation for Beginners,self-help,Author_9,7,1998
U0697,Blockchain Revolution,Technology,Author_26,4,2006
U0384,Creative Writing,Art,Author_23,14,1995
U0266,Romantic Tales,,Author_33,17,2018
U0054,Web Development Mastery,Technology,,20,2002
U0367,Space Exploration,Science,Author_28,12,1983
U0581,Blockchain Revolution,Technology,Author_24,14,1989
U0023,Space Exploration,Science,Author_19,3,1984
U0081,Modern Art,Art,Author_16,18,1998
U0187,Modern Art,Art,Author_16,16,2003
U0568,Creative Writing,Art,Author_35,12,1997
U0354,Data Science with Python,Education,Author_43,19,2011
U0698,Meditation for Beginners,Self-Help,Author_33,19,1980
U0339,Machine Learning Guide,Education,Author_20,16,2003
U0319,Space Exploration,Science,Author_47,18,2009
U0973,Startup Growth,Business,Author_46,10,1987
U0370,Startup Growth,Business,Author_44,16,2016
U0704,Romantic Tales,Romance,Author_24,6,1987
U0209,Big Data Analytics,Education,Author_42,9,2002
U0770,World War II,History,Author_18,7,2017
U0121,Modern Art,Art,Author_19,11,2004
U0030,Startup Growth,Business,Author_48,4,1986
U0879,Big Data Analytics,Education,Author_10,14,2004
U0100,Quantum Computing,Science,Author_26,4,2008
U0786,Advanced Statistics,,Author_32,2,2002
U0525,Data Science with Python,Education,Author_31,18,2011
U0349,Blockchain Revolution,Technology,Author_27,14,1994
U0631,Web Development Mastery,Technology,Author_3,5,2019
U0733,Data Science with Python,Education,Author_21,11,1993
U0358,World War II,History,Author_26,10,1981
U0965,Artificial Intelligence 101,Education,Author_18,3,2003
U0253,Romantic Tales,Romance,Author_43,5,2021
U0637,Advanced Statistics,Education,Author_33,10,2012
U0004,History of India,History,Author_9,2,2021
U0678,History of India,History,Author_13,20,2010
U0325,Climate Change Facts,Science,Author_45,7,1992
U0709,Cooking Made Easy,Cooking,Author_22,19,2021
U0974,Climate Change Facts,Science,Author_13,2,1983
U0008,Data Science with Python,Education,Author_19,9,2007
U0185,World War II,History,Author_32,9,1986
U0972,History of India,History,Author_7,3,1980
U0697,History of India,History,Author_17,5,2021
U0227,Quantum Computing,Science,Author_24,3,2023
U0627,History of India,History,Author_20,6,2006
U0378,Love Stories,Romance,Author_23,3,1984
U0248,Deep Learning Fundamentals,Education,Author_28,9,2001
U0425,Space Exploration,Science,Author_22,4,1982
U0654,Ethics in AI,Technology,Author_20,15,1985
U0608,Cooking Made Easy,Cooking,Author_26,10,2023
U0872,Creative Writing,Art,Author_43,9,2017
U0453,Ethics in AI,Technology,Author_13,1,2001
U0079,World War II,History,Author_30,15,2003
U0653,Business Strategy,Business,Author_3,5,2006
U0935,World War II,History,Author_7,1,2004
U0664,Romantic Tales,Romance,Author_40,4,2020
U0495,Advanced Statistics,Education,Author_7,12,2024
U0618,Python Basics,Education,Author_40,17,1987
U0421,Climate Change Facts,Science,Author_27,8,1987
U0393,Climate Change Facts,Science,Author_16,3,2004
U0667,Romantic Tales,Romance,Author_26,11,2022
U0714,Artificial Intelligence 101,Education,Author_30,20,1994
U0901,Artificial Intelligence 101,Education,Author_2,6,1983
U0963,Climate Change Facts,Science,Author_21,17,1987
U0476,Business Strategy,Business,Author_35,2,2000
